,time,type,position,entry,sl,tp,exit_price,exit_time,result,rr_ratio,pnl,pnl_pips,lot_size,atr,balance
311,2024-10-30 13:15:00,SWEEP_bullish,buy,2785.47,2785.27,2785.87,2785.27,2024-10-30 13:20:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.1946666666667018,9800.000000000182
312,2024-10-30 14:00:00,SWEEP_bearish,sell,2780.91,2781.1099999999997,2780.5099999999998,2781.1099999999997,2024-10-30 14:05:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.3980000000000472,9800.000000000182
313,2024-10-30 14:15:00,SWEEP_bearish,sell,2780.75,2780.95,2780.35,2780.95,2024-10-30 14:20:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.4800000000000788,9800.000000000182
314,2024-10-30 16:15:00,SWEEP_bullish,buy,2785.35,2785.15,2785.75,2785.15,2024-10-30 16:20:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.403333333333315,9800.000000000182
315,2024-10-30 16:35:00,SWEEP_bearish,sell,2774.8,2775.0,2774.4,2775.0,2024-10-30 16:40:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.9919999999999467,9800.000000000182
316,2024-10-31 10:00:00,SWEEP_bearish,sell,2780.89,2781.0899999999997,2780.49,2780.49,2024-10-31 10:05:00,win,2.0,400.000000000091,0.40000000000009095,0.01,1.5873333333333903,10400.000000000091
317,2024-10-31 11:25:00,SWEEP_bearish,sell,2778.54,2778.74,2778.14,2778.74,2024-10-31 11:30:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.4339999999999236,9800.000000000182
318,2024-10-31 11:35:00,SWEEP_bearish,sell,2777.95,2778.1499999999996,2777.5499999999997,2778.1499999999996,2024-10-31 11:40:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.4566666666666,9800.000000000182
319,2024-10-31 13:55:00,SWEEP_bullish,buy,2780.75,2780.55,2781.15,2780.55,2024-10-31 14:00:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.6433333333333697,9800.000000000182
320,2024-11-01 08:40:00,SWEEP_bullish,buy,2753.08,2752.88,2753.48,2752.88,2024-11-01 08:45:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,0.8726666666666157,9800.000000000182
321,2024-11-01 13:35:00,SWEEP_bearish,sell,2746.64,2746.8399999999997,2746.24,2746.8399999999997,2024-11-01 13:40:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.7486666666667285,9800.000000000182
322,2024-11-01 15:15:00,SWEEP_bullish,buy,2751.35,2751.15,2751.75,2751.15,2024-11-01 15:20:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.7900000000000242,9800.000000000182
323,2024-11-01 16:15:00,SWEEP_bullish,buy,2760.14,2759.94,2760.54,2759.94,2024-11-01 16:20:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,3.7913333333333865,9800.000000000182
324,2024-11-04 09:10:00,SWEEP_bullish,buy,2742.73,2742.53,2743.13,2742.53,2024-11-04 09:15:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.7866666666667395,9800.000000000182
325,2024-11-04 11:50:00,SWEEP_bullish,buy,2742.57,2742.3700000000003,2742.9700000000003,2742.3700000000003,2024-11-04 11:55:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.2106666666666874,9800.000000000182
326,2024-11-04 14:10:00,SWEEP_bullish,buy,2740.93,2740.73,2741.33,2740.73,2024-11-04 14:15:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.6586666666666738,9800.000000000182
327,2024-11-04 14:50:00,SWEEP_bullish,buy,2742.29,2742.09,2742.69,2742.69,2024-11-04 14:55:00,win,2.0,400.000000000091,0.40000000000009095,0.01,1.506666666666691,10400.000000000091
328,2024-11-04 15:15:00,SWEEP_bullish,buy,2743.04,2742.84,2743.44,2742.84,2024-11-04 15:20:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.651999999999983,9800.000000000182
329,2024-11-04 15:30:00,SWEEP_bearish,sell,2741.31,2741.5099999999998,2740.91,2741.5099999999998,2024-11-04 15:35:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.923333333333297,9800.000000000182
330,2024-11-04 15:45:00,SWEEP_bullish,buy,2744.22,2744.02,2744.62,2744.02,2024-11-04 15:50:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.1160000000000156,9800.000000000182
331,2024-11-04 16:05:00,SWEEP_bullish,buy,2745.91,2745.71,2746.31,2745.71,2024-11-04 16:10:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.2193333333333007,9800.000000000182
332,2024-11-05 09:10:00,SWEEP_bullish,buy,2740.36,2740.1600000000003,2740.76,2740.76,2024-11-05 09:15:00,win,2.0,400.000000000091,0.40000000000009095,0.01,1.502666666666634,10400.000000000091
333,2024-11-05 09:20:00,SWEEP_bullish,buy,2740.04,2739.84,2740.44,2739.84,2024-11-05 09:25:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.401999999999983,9800.000000000182
334,2024-11-05 11:00:00,SWEEP_bullish,buy,2742.11,2741.9100000000003,2742.51,2741.9100000000003,2024-11-05 11:05:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.9053333333333284,9800.000000000182
335,2024-11-05 13:40:00,SWEEP_bullish,buy,2740.39,2740.19,2740.79,2740.19,2024-11-05 13:45:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.56866666666668,9800.000000000182
336,2024-11-05 13:55:00,SWEEP_bullish,buy,2741.45,2741.25,2741.85,2741.85,2024-11-05 14:00:00,win,2.0,400.000000000091,0.40000000000009095,0.01,1.4799999999999878,10400.000000000091
337,2024-11-05 14:05:00,SWEEP_bullish,buy,2741.64,2741.44,2742.04,2741.44,2024-11-05 14:10:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.4579999999999926,9800.000000000182
338,2024-11-05 14:55:00,SWEEP_bearish,sell,2738.03,2738.23,2737.63,2738.23,2024-11-05 15:00:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.361999999999989,9800.000000000182
339,2024-11-05 15:00:00,SWEEP_bearish,sell,2738.64,2738.8399999999997,2738.24,2738.24,2024-11-05 15:05:00,win,2.0,400.000000000091,0.40000000000009095,0.01,1.294666666666641,10400.000000000091
340,2024-11-05 15:10:00,SWEEP_bearish,sell,2738.6,2738.7999999999997,2738.2,2738.7999999999997,2024-11-05 15:15:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.3513333333333322,9800.000000000182
341,2024-11-05 15:20:00,SWEEP_bearish,sell,2740.43,2740.6299999999997,2740.0299999999997,2740.6299999999997,2024-11-05 15:25:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.5986666666666376,9800.000000000182
342,2024-11-05 16:35:00,SWEEP_bullish,buy,2747.7,2747.5,2748.1,2747.5,2024-11-05 16:40:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.2480000000000473,9800.000000000182
343,2024-11-06 10:20:00,SWEEP_bullish,buy,2730.49,2730.29,2730.89,2730.29,2024-11-06 10:25:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,5.226000000000022,9800.000000000182
344,2024-11-06 11:25:00,SWEEP_bearish,sell,2722.36,2722.56,2721.96,2721.96,2024-11-06 11:30:00,win,2.0,400.000000000091,0.40000000000009095,0.01,3.7013333333333622,10400.000000000091
345,2024-11-06 13:30:00,SWEEP_bearish,sell,2712.03,2712.23,2711.63,2712.23,2024-11-06 13:35:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.8566666666666,9800.000000000182
346,2024-11-06 16:35:00,SWEEP_bearish,sell,2656.9,2657.1,2656.5,2657.1,2024-11-06 16:40:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,6.73133333333329,9800.000000000182
347,2024-11-07 08:10:00,SWEEP_bearish,sell,2654.58,2654.7799999999997,2654.18,2654.7799999999997,2024-11-07 08:15:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.952000000000074,9800.000000000182
348,2024-11-07 09:25:00,SWEEP_bullish,buy,2664.51,2664.3100000000004,2664.9100000000003,2664.3100000000004,2024-11-07 09:30:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.3379999999999805,9800.000000000182
349,2024-11-07 14:25:00,SWEEP_bullish,buy,2666.64,2666.44,2667.04,2667.04,2024-11-07 14:30:00,win,2.0,400.000000000091,0.40000000000009095,0.01,1.8713333333333442,10400.000000000091
350,2024-11-07 15:45:00,SWEEP_bullish,buy,2683.15,2682.9500000000003,2683.55,2682.9500000000003,2024-11-07 15:50:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,3.204000000000057,9800.000000000182
351,2024-11-07 16:40:00,SWEEP_bullish,buy,2690.69,2690.4900000000002,2691.09,2690.4900000000002,2024-11-07 16:45:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,3.385333333333286,9800.000000000182
352,2024-11-08 08:30:00,SWEEP_bearish,sell,2687.21,2687.41,2686.81,2687.41,2024-11-08 08:35:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.824666666666538,9800.000000000182
353,2024-11-08 09:15:00,SWEEP_bearish,sell,2685.12,2685.3199999999997,2684.72,2685.3199999999997,2024-11-08 09:20:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.1346666666665746,9800.000000000182
354,2024-11-08 10:35:00,SWEEP_bullish,buy,2690.15,2689.9500000000003,2690.55,2689.9500000000003,2024-11-08 10:40:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.7466666666665938,9800.000000000182
355,2024-11-08 13:50:00,SWEEP_bullish,buy,2692.33,2692.13,2692.73,2692.13,2024-11-08 13:55:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.7540000000000266,9800.000000000182
356,2024-11-08 15:30:00,SWEEP_bullish,buy,2692.86,2692.6600000000003,2693.26,2692.6600000000003,2024-11-08 15:35:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.408666666666613,9800.000000000182
357,2024-11-11 09:00:00,SWEEP_bullish,buy,2671.79,2671.59,2672.19,2671.59,2024-11-11 09:05:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.610666666666657,9800.000000000182
358,2024-11-11 09:55:00,SWEEP_bearish,sell,2669.58,2669.7799999999997,2669.18,2669.7799999999997,2024-11-11 10:00:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.6153333333332134,9800.000000000182
359,2024-11-11 10:05:00,SWEEP_bearish,sell,2669.56,2669.7599999999998,2669.16,2669.7599999999998,2024-11-11 10:10:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.616666666666515,9800.000000000182
360,2024-11-11 10:35:00,SWEEP_bearish,sell,2670.42,2670.62,2670.02,2670.02,2024-11-11 10:40:00,win,2.0,400.000000000091,0.40000000000009095,0.01,1.6446666666665501,10400.000000000091
361,2024-11-11 16:10:00,SWEEP_bearish,sell,2632.74,2632.9399999999996,2632.3399999999997,2632.9399999999996,2024-11-11 16:15:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,4.834000000000015,9800.000000000182
362,2024-11-12 13:05:00,SWEEP_bullish,buy,2596.16,2595.96,2596.56,2595.96,2024-11-12 13:10:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.9979999999999865,9800.000000000182
363,2024-11-12 14:05:00,SWEEP_bullish,buy,2601.35,2601.15,2601.75,2601.15,2024-11-12 14:10:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.941333333333326,9800.000000000182
364,2024-11-12 14:50:00,SWEEP_bullish,buy,2604.93,2604.73,2605.33,2604.73,2024-11-12 14:55:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,3.1833333333332425,9800.000000000182
365,2024-11-13 10:15:00,SWEEP_bearish,sell,2603.76,2603.96,2603.36,2603.96,2024-11-13 10:20:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.6193333333333308,9800.000000000182
366,2024-11-13 10:40:00,SWEEP_bullish,buy,2608.97,2608.77,2609.37,2608.77,2024-11-13 10:45:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.0506666666667117,9800.000000000182
367,2024-11-13 13:40:00,SWEEP_bearish,sell,2608.17,2608.37,2607.77,2608.37,2024-11-13 13:45:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.6073333333333115,9800.000000000182
368,2024-11-14 08:50:00,SWEEP_bearish,sell,2553.3,2553.5,2552.9,2553.5,2024-11-14 08:55:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.922666666666737,9800.000000000182
369,2024-11-14 10:10:00,SWEEP_bullish,buy,2556.99,2556.79,2557.39,2556.79,2024-11-14 10:15:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.5633333333332606,9800.000000000182
370,2024-11-14 11:20:00,SWEEP_bearish,sell,2553.06,2553.2599999999998,2552.66,2553.2599999999998,2024-11-14 11:25:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.404666666666708,9800.000000000182
371,2024-11-14 15:20:00,SWEEP_bullish,buy,2554.66,2554.46,2555.06,2554.46,2024-11-14 15:25:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.239999999999933,9800.000000000182
372,2024-11-14 16:30:00,SWEEP_bullish,buy,2562.29,2562.09,2562.69,2562.09,2024-11-14 16:35:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,3.533333333333273,9800.000000000182
373,2024-11-15 08:00:00,SWEEP_bearish,sell,2560.76,2560.96,2560.36,2560.96,2024-11-15 08:05:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.5040000000000266,9800.000000000182
374,2024-11-15 08:10:00,SWEEP_bearish,sell,2557.7,2557.8999999999996,2557.2999999999997,2557.2999999999997,2024-11-15 08:15:00,win,2.0,400.000000000091,0.40000000000009095,0.01,1.836666666666709,10400.000000000091
375,2024-11-15 08:20:00,SWEEP_bearish,sell,2556.2,2556.3999999999996,2555.7999999999997,2556.3999999999996,2024-11-15 08:25:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.96866666666668,9800.000000000182
376,2024-11-15 09:55:00,SWEEP_bullish,buy,2563.54,2563.34,2563.94,2563.94,2024-11-15 10:00:00,win,2.0,400.000000000091,0.40000000000009095,0.01,1.8099999999999759,10400.000000000091
377,2024-11-15 10:45:00,SWEEP_bullish,buy,2567.71,2567.51,2568.11,2567.51,2024-11-15 10:50:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.9613333333333383,9800.000000000182
378,2024-11-15 11:15:00,SWEEP_bullish,buy,2566.72,2566.52,2567.12,2566.52,2024-11-15 11:20:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.879333333333428,9800.000000000182
379,2024-11-15 14:20:00,SWEEP_bearish,sell,2567.33,2567.5299999999997,2566.93,2567.5299999999997,2024-11-15 14:25:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.991333333333326,9800.000000000182
380,2024-11-18 08:05:00,SWEEP_bearish,sell,2583.34,2583.54,2582.94,2583.54,2024-11-18 08:10:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.9773333333332934,9800.000000000182
381,2024-11-18 10:20:00,SWEEP_bullish,buy,2586.66,2586.46,2587.06,2586.46,2024-11-18 10:25:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.0859999999999066,9800.000000000182
382,2024-11-18 11:30:00,SWEEP_bullish,buy,2591.05,2590.8500000000004,2591.4500000000003,2590.8500000000004,2024-11-18 11:35:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.229333333333337,9800.000000000182
383,2024-11-18 11:50:00,SWEEP_bullish,buy,2595.51,2595.3100000000004,2595.9100000000003,2595.3100000000004,2024-11-18 11:55:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.3393333333333732,9800.000000000182
384,2024-11-18 14:45:00,SWEEP_bullish,buy,2594.69,2594.4900000000002,2595.09,2594.4900000000002,2024-11-18 14:50:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.8806666666666387,9800.000000000182
385,2024-11-18 15:05:00,SWEEP_bullish,buy,2595.56,2595.36,2595.96,2595.36,2024-11-18 15:10:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.081999999999971,9800.000000000182
386,2024-11-18 15:40:00,SWEEP_bullish,buy,2602.63,2602.4300000000003,2603.03,2602.4300000000003,2024-11-18 15:45:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.5499999999999696,9800.000000000182
387,2024-11-18 16:00:00,SWEEP_bullish,buy,2603.91,2603.71,2604.31,2603.71,2024-11-18 16:05:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.5886666666666316,9800.000000000182
388,2024-11-18 16:15:00,SWEEP_bullish,buy,2606.16,2605.96,2606.56,2605.96,2024-11-18 16:20:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.6106666666666265,9800.000000000182
389,2024-11-18 16:40:00,SWEEP_bullish,buy,2608.08,2607.88,2608.48,2607.88,2024-11-18 16:45:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.55,9800.000000000182
390,2024-11-19 09:15:00,SWEEP_bearish,sell,2619.53,2619.73,2619.13,2619.73,2024-11-19 09:20:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.7859999999999672,9800.000000000182
391,2024-11-19 10:45:00,SWEEP_bullish,buy,2626.16,2625.96,2626.56,2625.96,2024-11-19 10:50:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.9153333333333953,9800.000000000182
392,2024-11-19 14:00:00,SWEEP_bearish,sell,2629.95,2630.1499999999996,2629.5499999999997,2630.1499999999996,2024-11-19 14:05:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.682000000000062,9800.000000000182
393,2024-11-19 14:30:00,SWEEP_bullish,buy,2635.62,2635.42,2636.02,2635.42,2024-11-19 14:35:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.8293333333333976,9800.000000000182
394,2024-11-19 14:40:00,SWEEP_bullish,buy,2635.32,2635.1200000000003,2635.7200000000003,2635.1200000000003,2024-11-19 14:45:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.8740000000000387,9800.000000000182
395,2024-11-20 08:20:00,SWEEP_bearish,sell,2630.98,2631.18,2630.58,2631.18,2024-11-20 08:25:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.01200000000008,9800.000000000182
396,2024-11-20 09:05:00,SWEEP_bearish,sell,2627.93,2628.1299999999997,2627.5299999999997,2628.1299999999997,2024-11-20 09:10:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.1773333333333844,9800.000000000182
397,2024-11-20 14:10:00,SWEEP_bullish,buy,2628.34,2628.1400000000003,2628.7400000000002,2628.7400000000002,2024-11-20 14:15:00,win,2.0,400.000000000091,0.40000000000009095,0.01,1.8133333333332908,10400.000000000091
398,2024-11-20 14:45:00,SWEEP_bullish,buy,2630.74,2630.54,2631.14,2630.54,2024-11-20 14:50:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.9006666666666812,9800.000000000182
399,2024-11-20 15:25:00,SWEEP_bullish,buy,2637.4,2637.2000000000003,2637.8,2637.2000000000003,2024-11-20 15:30:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.1566666666667214,9800.000000000182
400,2024-11-20 16:45:00,SWEEP_bullish,buy,2643.49,2643.29,2643.89,2643.29,2024-11-20 16:50:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,3.117999999999938,9800.000000000182
401,2024-11-21 08:20:00,SWEEP_bullish,buy,2659.85,2659.65,2660.25,2659.65,2024-11-21 08:25:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.6513333333333322,9800.000000000182
402,2024-11-21 09:30:00,SWEEP_bullish,buy,2662.95,2662.75,2663.35,2663.35,2024-11-21 09:35:00,win,2.0,400.000000000091,0.40000000000009095,0.01,1.6140000000000023,10400.000000000091
403,2024-11-21 09:45:00,SWEEP_bullish,buy,2662.98,2662.78,2663.38,2662.78,2024-11-21 09:50:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.580666666666669,9800.000000000182
404,2024-11-21 13:30:00,SWEEP_bullish,buy,2671.74,2671.54,2672.14,2671.54,2024-11-21 13:35:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.6033333333333455,9800.000000000182
405,2024-11-21 14:15:00,SWEEP_bearish,sell,2665.11,2665.31,2664.71,2665.31,2024-11-21 14:20:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.945999999999943,9800.000000000182
406,2024-11-21 15:00:00,SWEEP_bearish,sell,2663.87,2664.0699999999997,2663.47,2664.0699999999997,2024-11-21 15:05:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.239999999999933,9800.000000000182
407,2024-11-21 16:20:00,SWEEP_bullish,buy,2669.56,2669.36,2669.96,2669.36,2024-11-21 16:25:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.2359999999999673,9800.000000000182
408,2024-11-22 09:00:00,SWEEP_bullish,buy,2691.49,2691.29,2691.89,2691.29,2024-11-22 09:05:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.790666666666675,9800.000000000182
409,2024-11-22 09:40:00,SWEEP_bullish,buy,2693.91,2693.71,2694.31,2693.71,2024-11-22 09:45:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.7833333333332424,9800.000000000182
410,2024-11-22 10:20:00,SWEEP_bullish,buy,2697.03,2696.8300000000004,2697.4300000000003,2696.8300000000004,2024-11-22 10:25:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.432666666666743,9800.000000000182
411,2024-11-22 13:05:00,SWEEP_bullish,buy,2708.17,2707.9700000000003,2708.57,2707.9700000000003,2024-11-22 13:10:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.1573333333333418,9800.000000000182
412,2024-11-22 13:30:00,SWEEP_bearish,sell,2702.22,2702.4199999999996,2701.8199999999997,2702.4199999999996,2024-11-22 13:35:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.5166666666666364,9800.000000000182
413,2024-11-22 13:40:00,SWEEP_bearish,sell,2702.59,2702.79,2702.19,2702.79,2024-11-22 13:45:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.814666666666623,9800.000000000182
414,2024-11-22 15:30:00,SWEEP_bearish,sell,2692.55,2692.75,2692.15,2692.75,2024-11-22 15:35:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.979333333333246,9800.000000000182
415,2024-11-22 16:15:00,SWEEP_bearish,sell,2691.11,2691.31,2690.71,2691.31,2024-11-22 16:20:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,3.1546666666666776,9800.000000000182
416,2024-11-22 16:30:00,SWEEP_bearish,sell,2688.12,2688.3199999999997,2687.72,2688.3199999999997,2024-11-22 16:35:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,3.33133333333335,9800.000000000182
417,2024-11-25 11:15:00,SWEEP_bullish,buy,2674.04,2673.84,2674.44,2673.84,2024-11-25 11:20:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.4626666666666703,9800.000000000182
418,2024-11-25 13:25:00,SWEEP_bullish,buy,2683.2,2683.0,2683.6,2683.6,2024-11-25 13:30:00,win,2.0,400.000000000091,0.40000000000009095,0.01,2.357999999999902,10400.000000000091
419,2024-11-25 13:40:00,SWEEP_bullish,buy,2686.6,2686.4,2687.0,2686.4,2024-11-25 13:45:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.4913333333332353,9800.000000000182
420,2024-11-25 13:55:00,SWEEP_bullish,buy,2686.58,2686.38,2686.98,2686.38,2024-11-25 14:00:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.4706666666666024,9800.000000000182
421,2024-11-25 16:25:00,SWEEP_bearish,sell,2645.49,2645.6899999999996,2645.0899999999997,2645.6899999999996,2024-11-25 16:30:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,5.641999999999977,9800.000000000182
422,2024-11-25 16:45:00,SWEEP_bearish,sell,2643.18,2643.3799999999997,2642.7799999999997,2643.3799999999997,2024-11-25 16:50:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,6.9060000000000095,9800.000000000182
423,2024-11-26 09:35:00,SWEEP_bearish,sell,2614.41,2614.6099999999997,2614.0099999999998,2614.6099999999997,2024-11-26 09:40:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.929333333333428,9800.000000000182
424,2024-11-26 14:00:00,SWEEP_bullish,buy,2632.18,2631.98,2632.58,2631.98,2024-11-26 14:05:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.985333333333286,9800.000000000182
425,2024-11-26 15:15:00,SWEEP_bullish,buy,2640.04,2639.84,2640.44,2639.84,2024-11-26 15:20:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.8466666666666547,9800.000000000182
426,2024-11-27 09:00:00,SWEEP_bullish,buy,2646.51,2646.3100000000004,2646.9100000000003,2646.9100000000003,2024-11-27 09:05:00,win,2.0,400.000000000091,0.40000000000009095,0.01,2.187333333333269,10400.000000000091
427,2024-11-27 09:10:00,SWEEP_bullish,buy,2647.1,2646.9,2647.5,2646.9,2024-11-27 09:15:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.1859999999999067,9800.000000000182
428,2024-11-27 10:20:00,SWEEP_bullish,buy,2646.32,2646.1200000000003,2646.7200000000003,2646.1200000000003,2024-11-27 10:25:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.6406666666666752,9800.000000000182
429,2024-11-27 11:00:00,SWEEP_bullish,buy,2652.37,2652.17,2652.77,2652.17,2024-11-27 11:05:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,2.1840000000000144,9800.000000000182
430,2024-11-27 14:15:00,SWEEP_bullish,buy,2652.35,2652.15,2652.75,2652.75,2024-11-27 14:20:00,win,2.0,400.000000000091,0.40000000000009095,0.01,2.1000000000001515,10400.000000000091
431,2024-11-28 08:00:00,SWEEP_bullish,buy,2631.86,2631.6600000000003,2632.26,2632.26,2024-11-28 08:05:00,win,2.0,400.000000000091,0.40000000000009095,0.01,1.4906666666666752,10400.000000000091
432,2024-11-28 08:30:00,SWEEP_bullish,buy,2634.76,2634.5600000000004,2635.1600000000003,2634.5600000000004,2024-11-28 08:35:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.671999999999995,9800.000000000182
433,2024-11-28 08:45:00,SWEEP_bullish,buy,2636.49,2636.29,2636.89,2636.29,2024-11-28 08:50:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.8446666666666716,9800.000000000182
434,2024-11-28 10:35:00,SWEEP_bullish,buy,2639.53,2639.3300000000004,2639.9300000000003,2639.9300000000003,2024-11-28 10:40:00,win,2.0,400.000000000091,0.40000000000009095,0.01,1.4393333333333431,10400.000000000091
435,2024-11-28 14:25:00,SWEEP_bearish,sell,2645.53,2645.73,2645.13,2645.73,2024-11-28 14:30:00,loss,2.0,-199.99999999981813,-0.1999999999998181,0.01,1.4233333333332667,9800.000000000182
