,trade_id,signal_time,entry_fill_time,exit_time,type,position,entry,sl,tp,exit_price,result,highest_point,lowest_point,rr_ratio,pnl,pnl_points,lot_size,initial_balance_for_trade,balance_after_trade
130,131,2025-01-08 04:55:00+00:00,2025-01-08 05:00:00+00:00,,FVG_bearish,sell,21231.44,21240.24071,21205.03786,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
131,132,2025-01-10 14:40:00+00:00,2025-01-10 14:45:00+00:00,,FVG_bearish,sell,21136.215,21157.28286,21073.01143,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
132,133,2025-01-10 18:05:00+00:00,2025-01-10 18:10:00+00:00,,FVG_bullish,buy,20813.76,20750.47143,21003.62571,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
133,134,2025-01-13 11:05:00+00:00,2025-01-13 11:10:00+00:00,,FVG_bullish,buy,20604.535,20574.33571,20695.13286,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
134,135,2025-01-13 12:55:00+00:00,2025-01-13 13:00:00+00:00,,FVG_bullish,buy,20589.8,20573.29786,20639.30643,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
135,136,2025-01-13 12:55:00+00:00,2025-01-13 13:00:00+00:00,,FVG_bullish,buy,20589.8,20573.29786,20639.30643,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
136,137,2025-01-13 20:00:00+00:00,2025-01-13 20:05:00+00:00,,FVG_bearish,sell,20704.77,20738.61714,20603.22857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
137,138,2025-01-13 21:30:00+00:00,2025-01-13 21:35:00+00:00,,FVG_bearish,sell,20707.81,20738.90071,20614.53786,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
138,139,2025-01-14 17:15:00+00:00,2025-01-14 17:20:00+00:00,,FVG_bearish,sell,20909.845,20958.42929,20764.09214,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
139,140,2025-01-14 19:35:00+00:00,2025-01-14 19:40:00+00:00,,FVG_bullish,buy,20678.2,20644.79071,20778.42786,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
140,141,2025-01-14 19:35:00+00:00,2025-01-14 19:40:00+00:00,,FVG_bullish,buy,20678.2,20644.79071,20778.42786,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
141,142,2025-01-15 19:10:00+00:00,2025-01-15 19:15:00+00:00,,FVG_bearish,sell,21133.21,21167.55571,21030.17286,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
142,143,2025-01-16 07:05:00+00:00,2025-01-16 07:10:00+00:00,,FVG_bullish,buy,21222.125,21216.00214,21240.49357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
143,144,2025-01-17 04:15:00+00:00,2025-01-17 04:20:00+00:00,,FVG_bearish,sell,21121.44,21128.74071,21099.53786,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
144,145,2025-01-20 03:20:00+00:00,2025-01-20 03:25:00+00:00,,FVG_bullish,buy,21402.115,21390.01357,21438.41929,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
145,146,2025-01-20 03:20:00+00:00,2025-01-20 03:25:00+00:00,,FVG_bullish,buy,21402.115,21390.01357,21438.41929,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
146,147,2025-01-20 09:55:00+00:00,2025-01-20 10:00:00+00:00,,FVG_bearish,sell,21467.215,21475.96429,21440.96714,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
147,148,2025-01-20 15:05:00+00:00,2025-01-20 15:10:00+00:00,,FVG_bullish,buy,21427.44,21413.295,21469.875,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
148,149,2025-01-20 15:05:00+00:00,2025-01-20 15:10:00+00:00,,FVG_bullish,buy,21427.44,21413.295,21469.875,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
149,150,2025-01-22 06:40:00+00:00,2025-01-22 06:45:00+00:00,,FVG_bearish,sell,21715.185,21721.21357,21697.09929,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
150,151,2025-01-23 09:45:00+00:00,2025-01-23 09:50:00+00:00,,FVG_bullish,buy,21787.48,21779.44857,21811.57429,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
151,152,2025-01-23 09:55:00+00:00,2025-01-23 10:00:00+00:00,,FVG_bullish,buy,21778.06,21769.58429,21803.48714,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
152,153,2025-01-23 23:00:00+00:00,2025-01-23 23:05:00+00:00,,FVG_bearish,sell,21874.03,21893.20714,21816.49857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
153,154,2025-01-24 19:30:00+00:00,2025-01-24 19:35:00+00:00,,FVG_bullish,buy,21854.425,21836.29,21908.83,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
154,155,2025-01-24 20:35:00+00:00,2025-01-24 20:40:00+00:00,,FVG_bullish,buy,21796.055,21777.64071,21851.29786,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
155,156,2025-01-24 20:45:00+00:00,2025-01-24 20:50:00+00:00,,FVG_bullish,buy,21781.06,21761.22143,21840.57571,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
156,157,2025-01-27 02:10:00+00:00,2025-01-27 02:15:00+00:00,,FVG_bullish,buy,21522.69,21502.28,21583.92,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
157,158,2025-01-27 02:10:00+00:00,2025-01-27 02:15:00+00:00,,FVG_bullish,buy,21522.69,21502.28,21583.92,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
158,159,2025-01-27 10:00:00+00:00,2025-01-27 10:05:00+00:00,,FVG_bullish,buy,21184.005,21156.38,21266.88,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
159,160,2025-01-27 11:50:00+00:00,2025-01-27 11:55:00+00:00,,FVG_bullish,buy,21066.505,21031.345,21171.985,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
160,161,2025-01-27 12:05:00+00:00,2025-01-27 12:10:00+00:00,,FVG_bullish,buy,21014.755,20976.77357,21128.69929,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
161,162,2025-01-28 01:45:00+00:00,2025-01-28 01:50:00+00:00,,FVG_bearish,sell,21160.195,21188.41,21075.55,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
162,163,2025-01-28 01:55:00+00:00,2025-01-28 02:00:00+00:00,,FVG_bearish,sell,21182.55,21212.08071,21093.95786,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
163,164,2025-01-28 22:20:00+00:00,2025-01-28 22:25:00+00:00,,FVG_bearish,sell,21486.59,21504.72143,21432.19571,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
164,165,2025-01-29 16:35:00+00:00,2025-01-29 16:40:00+00:00,,FVG_bullish,buy,21460.17,21434.69571,21536.59286,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
165,166,2025-01-29 20:40:00+00:00,2025-01-29 20:45:00+00:00,,FVG_bullish,buy,21353.58,21314.91643,21469.57071,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
166,167,2025-01-29 22:30:00+00:00,2025-01-29 22:35:00+00:00,,FVG_bearish,sell,21443.435,21504.03,21261.65,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
167,168,2025-01-30 17:40:00+00:00,2025-01-30 17:45:00+00:00,,FVG_bearish,sell,21427.575,21487.315,21248.355,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
168,169,2025-01-30 18:00:00+00:00,2025-01-30 18:05:00+00:00,,FVG_bullish,buy,21379.25,21323.71714,21545.84857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
169,170,2025-01-30 22:55:00+00:00,2025-01-30 23:00:00+00:00,,FVG_bearish,sell,21489.385,21527.34357,21375.50929,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
170,171,2025-01-31 05:20:00+00:00,2025-01-31 05:25:00+00:00,,FVG_bearish,sell,21632.755,21641.77714,21605.68857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
171,172,2025-01-31 10:20:00+00:00,2025-01-31 10:25:00+00:00,,FVG_bearish,sell,21662.73,21676.25857,21622.14429,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
172,173,2025-01-31 22:05:00+00:00,2025-01-31 22:10:00+00:00,,FVG_bullish,buy,21515.475,21461.75214,21676.64357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
173,174,2025-02-04 09:25:00+00:00,2025-02-04 09:30:00+00:00,,FVG_bullish,buy,21301.66,21280.75,21364.39,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
174,175,2025-02-04 09:25:00+00:00,2025-02-04 09:30:00+00:00,,FVG_bullish,buy,21301.66,21280.75,21364.39,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
175,176,2025-02-05 09:05:00+00:00,2025-02-05 09:10:00+00:00,,FVG_bullish,buy,21400.945,21388.86929,21437.17214,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
176,177,2025-02-05 10:45:00+00:00,2025-02-05 10:50:00+00:00,,FVG_bullish,buy,21374.815,21355.34143,21433.23571,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
177,178,2025-02-05 11:25:00+00:00,2025-02-05 11:30:00+00:00,,FVG_bullish,buy,21376.19,21352.39357,21447.57929,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
178,179,2025-02-05 23:00:00+00:00,2025-02-05 23:05:00+00:00,,FVG_bearish,sell,21630.655,21651.13357,21569.21929,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
179,180,2025-02-06 03:15:00+00:00,2025-02-06 03:20:00+00:00,,FVG_bearish,sell,21670.11,21678.555,21644.775,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
180,181,2025-02-06 09:05:00+00:00,2025-02-06 09:10:00+00:00,,FVG_bearish,sell,21712.365,21719.53714,21690.84857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
181,182,2025-02-06 09:05:00+00:00,2025-02-06 09:10:00+00:00,,FVG_bearish,sell,21712.365,21719.53714,21690.84857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
182,183,2025-02-07 17:55:00+00:00,2025-02-07 18:00:00+00:00,,FVG_bullish,buy,21634.775,21563.02,21850.04,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
183,184,2025-02-07 17:55:00+00:00,2025-02-07 18:00:00+00:00,,FVG_bullish,buy,21634.775,21563.02,21850.04,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
184,185,2025-02-07 22:05:00+00:00,2025-02-07 22:10:00+00:00,,FVG_bullish,buy,21508.775,21483.44357,21584.76929,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
185,186,2025-02-07 22:05:00+00:00,2025-02-07 22:10:00+00:00,,FVG_bullish,buy,21508.775,21483.44357,21584.76929,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
186,187,2025-02-10 19:40:00+00:00,2025-02-10 19:45:00+00:00,,FVG_bearish,sell,21752.17,21768.96714,21701.77857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
187,188,2025-02-10 19:40:00+00:00,2025-02-10 19:45:00+00:00,,FVG_bearish,sell,21752.17,21768.96714,21701.77857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
188,189,2025-02-12 07:20:00+00:00,2025-02-12 07:25:00+00:00,,FVG_bullish,buy,21682.87,21677.53714,21698.86857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
189,190,2025-02-13 01:50:00+00:00,2025-02-13 01:55:00+00:00,,FVG_bearish,sell,21797.965,21807.64214,21768.93357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
190,191,2025-02-13 04:20:00+00:00,2025-02-13 04:25:00+00:00,,FVG_bearish,sell,21794.33,21803.86786,21765.71643,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
191,192,2025-02-13 09:35:00+00:00,2025-02-13 09:40:00+00:00,,FVG_bullish,buy,21788.0,21777.27643,21820.17071,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
192,193,2025-02-17 04:15:00+00:00,2025-02-17 04:20:00+00:00,,FVG_bearish,sell,22167.94,22174.65214,22147.80357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
193,194,2025-02-17 06:35:00+00:00,2025-02-17 06:40:00+00:00,,FVG_bearish,sell,22177.98,22183.42714,22161.63857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
194,195,2025-02-18 04:20:00+00:00,2025-02-18 04:25:00+00:00,,FVG_bearish,sell,22155.875,22160.28571,22142.64286,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
195,196,2025-02-18 04:40:00+00:00,2025-02-18 04:45:00+00:00,,FVG_bearish,sell,22162.805,22167.35786,22149.14643,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
196,197,2025-02-18 10:25:00+00:00,2025-02-18 10:30:00+00:00,,FVG_bearish,sell,22208.44,22219.68071,22174.71786,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
197,198,2025-02-19 05:45:00+00:00,2025-02-19 05:50:00+00:00,,FVG_bearish,sell,22208.465,22212.91857,22195.10429,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
198,199,2025-02-20 09:05:00+00:00,2025-02-20 09:10:00+00:00,,FVG_bullish,buy,22075.19,22065.75071,22103.50786,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
199,200,2025-02-20 09:05:00+00:00,2025-02-20 09:10:00+00:00,,FVG_bullish,buy,22075.19,22065.75071,22103.50786,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
200,201,2025-02-20 09:50:00+00:00,2025-02-20 09:55:00+00:00,,FVG_bullish,buy,22077.64,22068.76071,22104.27786,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
201,202,2025-02-21 01:35:00+00:00,2025-02-21 01:40:00+00:00,,FVG_bearish,sell,22085.965,22095.58571,22057.10286,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
202,203,2025-02-21 01:45:00+00:00,2025-02-21 01:50:00+00:00,,FVG_bearish,sell,22098.765,22108.71857,22068.90429,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
203,204,2025-02-21 12:20:00+00:00,2025-02-21 12:25:00+00:00,,FVG_bearish,sell,22101.38,22108.72643,22079.34071,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
204,205,2025-02-21 15:15:00+00:00,2025-02-21 15:20:00+00:00,,FVG_bearish,sell,22148.69,22158.55429,22119.09714,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
205,206,2025-02-21 23:35:00+00:00,2025-02-21 23:40:00+00:00,,FVG_bullish,buy,21607.14,21589.34857,21660.51429,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
206,207,2025-02-24 10:10:00+00:00,2025-02-24 10:15:00+00:00,,FVG_bullish,buy,21672.54,21657.14071,21718.73786,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
207,208,2025-02-25 09:05:00+00:00,2025-02-25 09:10:00+00:00,,FVG_bullish,buy,21346.88,21335.82714,21380.03857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
208,209,2025-02-25 10:25:00+00:00,2025-02-25 10:30:00+00:00,,FVG_bullish,buy,21317.375,21291.12357,21396.12929,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
209,210,2025-02-25 18:05:00+00:00,2025-02-25 18:10:00+00:00,,FVG_bullish,buy,21034.435,20972.74929,21219.49214,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
210,211,2025-02-25 18:05:00+00:00,2025-02-25 18:10:00+00:00,,FVG_bullish,buy,21034.435,20972.74929,21219.49214,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
211,212,2025-02-27 10:25:00+00:00,2025-02-27 10:30:00+00:00,,FVG_bearish,sell,21217.49,21236.555,21160.295,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
212,213,2025-02-27 13:10:00+00:00,2025-02-27 13:15:00+00:00,,FVG_bearish,sell,21276.74,21289.35571,21238.89286,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
213,214,2025-02-27 18:30:00+00:00,2025-02-27 18:35:00+00:00,,FVG_bullish,buy,21053.615,20995.55286,21227.80143,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
214,215,2025-02-27 23:55:00+00:00,2025-02-28 02:40:00+00:00,,FVG_bullish,buy,20586.61,20561.63214,20661.54357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
215,216,2025-02-27 23:55:00+00:00,2025-02-28 02:40:00+00:00,,FVG_bullish,buy,20586.61,20561.63214,20661.54357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
216,217,2025-03-03 14:05:00+00:00,2025-03-03 14:10:00+00:00,,FVG_bearish,sell,21013.215,21028.79857,20966.46429,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
217,218,2025-03-04 08:25:00+00:00,2025-03-04 08:30:00+00:00,,FVG_bearish,sell,20514.66,20532.31929,20461.68214,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
218,219,2025-03-04 08:50:00+00:00,2025-03-04 08:55:00+00:00,,FVG_bearish,sell,20515.4,20536.07286,20453.38143,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
219,220,2025-03-04 12:30:00+00:00,2025-03-04 12:35:00+00:00,,FVG_bullish,buy,20439.335,20413.61429,20516.49714,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
220,221,2025-03-04 20:45:00+00:00,2025-03-04 20:50:00+00:00,,FVG_bearish,sell,20390.865,20447.99143,20219.48571,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
221,222,2025-03-05 12:40:00+00:00,2025-03-05 12:45:00+00:00,,FVG_bearish,sell,20527.3,20548.85071,20462.64786,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
222,223,2025-03-06 19:50:00+00:00,2025-03-06 19:55:00+00:00,,FVG_bullish,buy,20103.71,20051.15571,20261.37286,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
223,224,2025-03-06 21:05:00+00:00,2025-03-06 21:10:00+00:00,,FVG_bullish,buy,20064.415,20017.49714,20205.16857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
224,225,2025-03-06 21:20:00+00:00,2025-03-06 21:25:00+00:00,,FVG_bullish,buy,20025.605,19978.885,20165.765,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
225,226,2025-03-06 22:00:00+00:00,2025-03-06 22:05:00+00:00,,FVG_bullish,buy,20087.105,20029.885,20258.765,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
226,227,2025-03-07 09:40:00+00:00,2025-03-07 09:45:00+00:00,,FVG_bullish,buy,20117.195,20100.70714,20166.65857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
227,228,2025-03-07 09:40:00+00:00,2025-03-07 09:45:00+00:00,,FVG_bullish,buy,20117.195,20100.70714,20166.65857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
228,229,2025-03-07 11:50:00+00:00,2025-03-07 11:55:00+00:00,,FVG_bearish,sell,20164.085,20183.86214,20104.75357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
229,230,2025-03-07 11:50:00+00:00,2025-03-07 11:55:00+00:00,,FVG_bearish,sell,20164.085,20183.86214,20104.75357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
230,231,2025-03-07 16:00:00+00:00,2025-03-07 16:05:00+00:00,,FVG_bullish,buy,20078.245,20027.22214,20231.31357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
231,232,2025-03-07 22:10:00+00:00,2025-03-07 22:15:00+00:00,,FVG_bearish,sell,20178.375,20227.91214,20029.76357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
232,233,2025-03-10 10:50:00+00:00,2025-03-10 10:55:00+00:00,,FVG_bullish,buy,20083.75,20065.66357,20138.00929,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
233,234,2025-03-10 12:55:00+00:00,2025-03-10 13:00:00+00:00,,FVG_bullish,buy,19990.875,19963.24143,20073.77571,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
234,235,2025-03-10 12:55:00+00:00,2025-03-10 13:00:00+00:00,,FVG_bullish,buy,19990.875,19963.24143,20073.77571,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
235,236,2025-03-10 19:20:00+00:00,2025-03-10 19:25:00+00:00,,FVG_bullish,buy,19528.91,19477.52214,19683.07357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
236,237,2025-03-10 22:45:00+00:00,2025-03-10 22:50:00+00:00,,FVG_bullish,buy,19433.915,19367.09571,19634.37286,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
237,238,2025-03-12 15:20:00+00:00,2025-03-12 15:25:00+00:00,,FVG_bearish,sell,19558.06,19575.79214,19504.86357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
238,239,2025-03-12 15:20:00+00:00,2025-03-12 15:25:00+00:00,,FVG_bearish,sell,19558.06,19575.79214,19504.86357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
239,240,2025-03-12 15:35:00+00:00,2025-03-12 15:40:00+00:00,,FVG_bearish,sell,19604.625,19637.05643,19507.33071,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
240,241,2025-03-13 07:20:00+00:00,2025-03-13 07:25:00+00:00,,FVG_bullish,buy,19518.31,19503.21214,19563.60357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
241,242,2025-03-13 10:10:00+00:00,2025-03-13 10:15:00+00:00,,FVG_bullish,buy,19434.75,19407.175,19517.475,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
242,243,2025-03-13 10:55:00+00:00,2025-03-13 11:00:00+00:00,,FVG_bullish,buy,19422.31,19393.31071,19509.30786,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
243,244,2025-03-13 19:50:00+00:00,2025-03-13 19:55:00+00:00,,FVG_bullish,buy,19292.04,19239.74429,19448.92714,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
244,245,2025-03-14 04:45:00+00:00,2025-03-14 04:50:00+00:00,,FVG_bearish,sell,19389.025,19404.87571,19341.47286,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
245,246,2025-03-14 05:55:00+00:00,2025-03-14 06:00:00+00:00,,FVG_bearish,sell,19406.575,19420.02571,19366.22286,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
246,247,2025-03-14 10:10:00+00:00,2025-03-14 10:15:00+00:00,,FVG_bullish,buy,19367.695,19353.67643,19409.75071,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
247,248,2025-03-14 10:10:00+00:00,2025-03-14 10:15:00+00:00,,FVG_bullish,buy,19367.695,19353.67643,19409.75071,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
248,249,2025-03-14 10:35:00+00:00,2025-03-14 10:40:00+00:00,,FVG_bullish,buy,19371.5,19356.33286,19417.00143,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
249,250,2025-03-14 16:40:00+00:00,2025-03-14 16:45:00+00:00,,FVG_bearish,sell,19534.285,19563.13,19447.75,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
250,251,2025-03-14 22:55:00+00:00,2025-03-14 23:00:00+00:00,,FVG_bearish,sell,19683.22,19713.93429,19591.07714,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
251,252,2025-03-17 10:05:00+00:00,2025-03-17 10:10:00+00:00,,FVG_bullish,buy,19563.56,19554.39,19591.07,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
252,253,2025-03-17 10:05:00+00:00,2025-03-17 10:10:00+00:00,,FVG_bullish,buy,19563.56,19554.39,19591.07,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
253,254,2025-03-17 15:45:00+00:00,2025-03-17 15:50:00+00:00,,FVG_bearish,sell,19741.81,19764.81429,19672.79714,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
254,255,2025-03-18 04:20:00+00:00,2025-03-18 04:25:00+00:00,,FVG_bullish,buy,19785.805,19773.63071,19822.32786,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
255,256,2025-03-18 04:20:00+00:00,2025-03-18 04:25:00+00:00,,FVG_bullish,buy,19785.805,19773.63071,19822.32786,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
256,257,2025-03-18 13:35:00+00:00,2025-03-18 13:40:00+00:00,,FVG_bullish,buy,19744.775,19724.30643,19806.18071,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
257,258,2025-03-19 11:45:00+00:00,2025-03-19 11:50:00+00:00,,FVG_bullish,buy,19524.2,19503.20214,19587.19357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
258,259,2025-03-19 11:45:00+00:00,2025-03-19 11:50:00+00:00,,FVG_bullish,buy,19524.2,19503.20214,19587.19357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
259,260,2025-03-19 16:55:00+00:00,2025-03-19 17:00:00+00:00,,FVG_bearish,sell,19595.31,19628.93357,19494.43929,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
260,261,2025-03-19 18:10:00+00:00,2025-03-19 18:15:00+00:00,,FVG_bearish,sell,19622.635,19653.03857,19531.42429,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
261,262,2025-03-19 18:10:00+00:00,2025-03-19 18:15:00+00:00,,FVG_bearish,sell,19622.635,19653.03857,19531.42429,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
262,263,2025-03-20 15:25:00+00:00,2025-03-20 15:30:00+00:00,,FVG_bullish,buy,19625.405,19606.60857,19681.79429,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
263,264,2025-03-21 04:40:00+00:00,2025-03-21 04:45:00+00:00,,FVG_bearish,sell,19718.6,19727.66714,19691.39857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
264,265,2025-03-21 11:25:00+00:00,2025-03-21 11:30:00+00:00,,FVG_bullish,buy,19605.71,19586.78429,19662.48714,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
