,trade_id,signal_time,entry_fill_time,exit_time,type,position,entry,sl,tp,exit_price,result,highest_point,lowest_point,rr_ratio,pnl,pnl_points,lot_size,initial_balance_for_trade,balance_after_trade
265,266,2025-03-21 12:05:00+00:00,2025-03-21 12:10:00+00:00,,FVG_bullish,buy,19583.87,19558.60643,19659.66071,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
266,267,2025-03-21 13:25:00+00:00,2025-03-21 13:30:00+00:00,,FVG_bullish,buy,19615.245,19599.95929,19661.10214,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
267,268,2025-03-24 03:50:00+00:00,2025-03-24 03:55:00+00:00,,FVG_bearish,sell,19914.135,19927.60643,19873.72071,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
268,269,2025-03-24 11:55:00+00:00,2025-03-24 12:00:00+00:00,,FVG_bearish,sell,20007.085,20021.665,19963.345,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
269,270,2025-03-24 11:55:00+00:00,2025-03-24 12:00:00+00:00,,FVG_bearish,sell,20007.085,20021.665,19963.345,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
270,271,2025-03-24 16:05:00+00:00,2025-03-24 16:10:00+00:00,,FVG_bearish,sell,20074.035,20085.96643,20038.24071,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
271,272,2025-03-24 17:50:00+00:00,2025-03-24 17:55:00+00:00,,FVG_bearish,sell,20139.31,20166.72429,20057.06714,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
272,273,2025-03-25 13:10:00+00:00,2025-03-25 13:15:00+00:00,,FVG_bullish,buy,20134.0,20122.87286,20167.38143,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
273,274,2025-03-25 13:10:00+00:00,2025-03-25 13:15:00+00:00,,FVG_bullish,buy,20134.0,20122.87286,20167.38143,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
274,275,2025-03-25 14:35:00+00:00,2025-03-25 14:40:00+00:00,,FVG_bearish,sell,20186.685,20198.84,20150.22,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
275,276,2025-03-25 16:10:00+00:00,2025-03-25 16:15:00+00:00,,FVG_bearish,sell,20221.125,20233.245,20184.765,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
276,277,2025-03-26 17:00:00+00:00,2025-03-26 17:05:00+00:00,,FVG_bullish,buy,20155.245,20122.15643,20254.51071,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
277,278,2025-03-26 23:05:00+00:00,2025-03-26 23:10:00+00:00,,FVG_bullish,buy,19911.31,19888.35071,19980.18786,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
278,279,2025-03-26 23:05:00+00:00,2025-03-26 23:10:00+00:00,,FVG_bullish,buy,19911.31,19888.35071,19980.18786,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
279,280,2025-03-27 08:25:00+00:00,2025-03-27 08:30:00+00:00,,FVG_bearish,sell,19929.825,19936.02,19911.24,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
280,281,2025-03-27 10:20:00+00:00,2025-03-27 10:25:00+00:00,,FVG_bullish,buy,19912.9,19898.43071,19956.30786,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
281,282,2025-03-28 03:05:00+00:00,2025-03-28 03:10:00+00:00,,FVG_bullish,buy,19768.435,19753.89071,19812.06786,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
282,283,2025-03-28 18:05:00+00:00,2025-03-28 18:10:00+00:00,,FVG_bullish,buy,19396.185,19347.62429,19541.86714,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
283,284,2025-03-28 20:10:00+00:00,2025-03-28 20:15:00+00:00,,FVG_bullish,buy,19290.435,19264.42286,19368.47143,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
284,285,2025-03-28 21:40:00+00:00,2025-03-28 21:45:00+00:00,,FVG_bullish,buy,19289.335,19265.50357,19360.82929,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
285,286,2025-03-28 23:20:00+00:00,2025-03-28 23:25:00+00:00,,FVG_bullish,buy,19228.0,19201.125,19308.625,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
286,287,2025-03-31 03:20:00+00:00,2025-03-31 03:25:00+00:00,,FVG_bullish,buy,19006.495,18976.15214,19097.52357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
287,288,2025-03-31 12:45:00+00:00,2025-03-31 12:50:00+00:00,,FVG_bullish,buy,19026.97,19006.33929,19088.86214,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
288,289,2025-03-31 19:30:00+00:00,2025-03-31 19:35:00+00:00,,FVG_bearish,sell,19065.53,19103.66214,18951.13357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
289,290,2025-03-31 20:10:00+00:00,2025-03-31 20:15:00+00:00,,FVG_bearish,sell,19089.31,19126.76429,18976.94714,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
290,291,2025-03-31 20:10:00+00:00,2025-03-31 20:15:00+00:00,,FVG_bearish,sell,19089.31,19126.76429,18976.94714,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
291,292,2025-04-01 19:55:00+00:00,2025-04-01 20:00:00+00:00,,FVG_bearish,sell,19381.485,19421.61429,19261.09714,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
292,293,2025-04-01 19:55:00+00:00,2025-04-01 20:00:00+00:00,,FVG_bearish,sell,19381.485,19421.61429,19261.09714,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
293,294,2025-04-02 12:55:00+00:00,2025-04-02 13:00:00+00:00,,FVG_bullish,buy,19351.36,19336.38571,19396.28286,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
294,295,2025-04-02 13:05:00+00:00,2025-04-02 13:10:00+00:00,,FVG_bullish,buy,19334.935,19315.66571,19392.74286,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
295,296,2025-04-02 19:00:00+00:00,2025-04-02 19:05:00+00:00,,FVG_bearish,sell,19484.82,19525.84429,19361.74714,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
296,297,2025-04-02 21:40:00+00:00,2025-04-02 21:45:00+00:00,,FVG_bearish,sell,19492.835,19534.06857,19369.13429,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
297,298,2025-04-03 02:05:00+00:00,2025-04-03 02:10:00+00:00,,FVG_bullish,buy,18754.31,18682.98214,18968.29357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
298,299,2025-04-03 09:00:00+00:00,2025-04-03 09:05:00+00:00,,FVG_bullish,buy,18886.395,18860.01429,18965.53714,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
299,300,2025-04-03 12:40:00+00:00,2025-04-03 12:45:00+00:00,,FVG_bearish,sell,18920.66,18945.63857,18845.72429,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
300,301,2025-04-04 01:25:00+00:00,2025-04-04 01:30:00+00:00,,FVG_bullish,buy,18475.935,18447.35,18561.69,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
301,302,2025-04-04 13:45:00+00:00,2025-04-04 13:50:00+00:00,,FVG_bullish,buy,18032.935,17948.08786,18287.47643,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
302,303,2025-04-04 13:55:00+00:00,2025-04-04 14:00:00+00:00,,FVG_bullish,buy,17953.935,17858.37357,18240.61929,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
303,304,2025-04-07 15:30:00+00:00,2025-04-07 15:35:00+00:00,,FVG_bearish,sell,16938.875,17019.17214,16697.98357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
304,305,2025-04-07 17:55:00+00:00,2025-04-07 18:00:00+00:00,,FVG_bearish,sell,17402.575,17731.10714,16416.97857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
305,306,2025-04-08 04:45:00+00:00,2025-04-08 04:50:00+00:00,,FVG_bearish,sell,17694.91,17745.60571,17542.82286,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
306,307,2025-04-08 23:25:00+00:00,2025-04-08 23:30:00+00:00,,FVG_bullish,buy,17072.445,16971.03357,17376.67929,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
307,308,2025-04-09 08:40:00+00:00,2025-04-09 08:45:00+00:00,,FVG_bullish,buy,16682.875,16621.64429,16866.56714,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
308,309,2025-04-09 08:40:00+00:00,2025-04-09 08:45:00+00:00,,FVG_bullish,buy,16682.875,16621.64429,16866.56714,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
309,310,2025-04-09 10:45:00+00:00,2025-04-09 10:50:00+00:00,,FVG_bearish,sell,17226.12,17324.44643,16931.14071,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
310,311,2025-04-09 18:10:00+00:00,2025-04-09 18:15:00+00:00,,FVG_bearish,sell,17190.065,17302.16714,16853.75857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
311,312,2025-04-09 18:10:00+00:00,2025-04-09 18:15:00+00:00,,FVG_bearish,sell,17190.065,17302.16714,16853.75857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
312,313,2025-04-10 11:00:00+00:00,2025-04-10 11:05:00+00:00,,FVG_bullish,buy,18782.75,18724.04714,18958.85857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
313,314,2025-04-10 11:35:00+00:00,2025-04-10 11:40:00+00:00,,FVG_bullish,buy,18682.0,18612.34714,18890.95857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
314,315,2025-04-10 12:45:00+00:00,2025-04-10 12:50:00+00:00,,FVG_bullish,buy,18722.94,18673.68929,18870.69214,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
315,316,2025-04-10 12:45:00+00:00,2025-04-10 12:50:00+00:00,,FVG_bullish,buy,18722.94,18673.68929,18870.69214,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
316,317,2025-04-10 18:00:00+00:00,2025-04-10 18:05:00+00:00,,FVG_bullish,buy,18467.835,18375.54714,18744.69857,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
317,318,2025-04-10 20:15:00+00:00,2025-04-10 20:20:00+00:00,,FVG_bullish,buy,18051.505,17913.24214,18466.29357,,,0.0,0.0,3.0,0.0,0.0,1.0,10000.0,10000.0
318,319,2025-04-14 07:50:00+00:00,2025-04-14 07:55:00+00:00,2025-04-14 08:00:00,FVG_bearish,sell,18958.8,18972.23857,18918.48429,18972.23857,loss,18984.47,18976.1,3.0,-13.438570000002073,-1343.8570000002073,1.0,10000.0,9986.561429999998
319,320,2025-04-14 17:05:00+00:00,2025-04-14 17:10:00+00:00,2025-04-14 17:41:00,FVG_bearish,sell,18966.175,19028.90929,18777.97214,19028.90929,loss,19036.88,19002.77,3.0,-62.73429000000033,-6273.429000000033,1.0,9986.561429999998,9923.827139999998
320,321,2025-04-17 06:05:00+00:00,2025-04-17 06:10:00+00:00,2025-04-17 06:15:00,FVG_bearish,sell,18381.135,18395.95286,18336.68143,18395.95286,loss,18397.77,18388.15,3.0,-14.817860000002838,-1481.7860000002838,1.0,9923.827139999998,9909.009279999995
321,322,2025-04-17 10:20:00+00:00,2025-04-17 10:25:00+00:00,2025-04-17 10:30:00,FVG_bearish,sell,18475.545,18500.68929,18400.11214,18500.68929,loss,18521.17,18512.0,3.0,-25.144290000000183,-2514.4290000000183,1.0,9909.009279999995,9883.864989999995
322,323,2025-04-21 02:25:00+00:00,2025-04-21 02:30:00+00:00,2025-04-21 03:20:00,FVG_bullish,buy,18184.585,18166.15929,18239.86214,18239.86214,win,18248.17,18226.97,3.0,55.277140000001964,5527.714000000196,1.0,9883.864989999995,9939.142129999997
323,324,2025-04-21 02:25:00+00:00,2025-04-21 02:30:00+00:00,2025-04-21 03:20:00,FVG_bullish,buy,18184.585,18166.15929,18239.86214,18239.86214,win,18248.17,18226.97,3.0,55.277140000001964,5527.714000000196,1.0,9939.142129999997,9994.419269999999
324,325,2025-04-21 17:50:00+00:00,2025-04-21 17:55:00+00:00,2025-04-21 18:15:00,FVG_bullish,buy,17819.145,17773.07786,17957.34643,17773.07786,loss,17789.58,17769.42,3.0,-46.0671399999992,-4606.71399999992,1.0,9994.419269999999,9948.35213
325,326,2025-04-22 03:50:00+00:00,2025-04-22 03:55:00+00:00,2025-04-22 04:07:00,FVG_bearish,sell,17876.535,17899.62,17807.28,17899.62,loss,17904.37,17894.75,3.0,-23.084999999999127,-2308.4999999999127,1.0,9948.35213,9925.26713
326,327,2025-04-22 03:50:00+00:00,2025-04-22 03:55:00+00:00,2025-04-22 04:07:00,FVG_bearish,sell,17876.535,17899.62,17807.28,17899.62,loss,17904.37,17894.75,3.0,-23.084999999999127,-2308.4999999999127,1.0,9925.26713,9902.182130000001
327,328,2025-04-22 20:50:00+00:00,2025-04-22 20:55:00+00:00,2025-04-22 23:00:00,FVG_bullish,buy,18146.535,18090.51786,18314.58643,18314.58643,win,18316.07,18265.48,3.0,168.05142999999953,16805.142999999953,1.0,9902.182130000001,10070.23356
328,329,2025-04-23 02:50:00+00:00,2025-04-23 02:55:00+00:00,2025-04-23 03:34:00,FVG_bearish,sell,18636.625,18660.90357,18563.78929,18563.78929,win,18576.97,18562.62,3.0,72.83570999999938,7283.570999999938,1.0,10070.23356,10143.06927
329,330,2025-04-23 16:25:00+00:00,2025-04-23 16:30:00+00:00,2025-04-23 16:35:00,FVG_bearish,sell,18829.81,18851.92429,18763.46714,18851.92429,loss,18877.85,18841.4,3.0,-22.11428999999771,-2211.428999999771,1.0,10143.06927,10120.954980000002
330,331,2025-04-24 15:40:00+00:00,2025-04-24 15:45:00+00:00,2025-04-24 16:24:00,FVG_bearish,sell,18723.185,18750.825,18640.265,18750.825,loss,18752.37,18741.25,3.0,-27.639999999999418,-2763.999999999942,1.0,10120.954980000002,10093.314980000003
331,332,2025-04-24 20:55:00+00:00,2025-04-24 21:00:00+00:00,2025-04-24 21:06:00,FVG_bearish,sell,19138.17,19166.18429,19054.12714,19166.18429,loss,19178.04,19157.78,3.0,-28.014290000002802,-2801.42900000028,1.0,10093.314980000003,10065.30069
332,333,2025-04-24 23:40:00+00:00,2025-04-24 23:45:00+00:00,2025-04-25 01:00:00,FVG_bearish,sell,19236.975,19269.19357,19140.31929,19269.19357,loss,19303.47,19265.22,3.0,-32.21857000000091,-3221.857000000091,1.0,10065.30069,10033.08212
333,334,2025-04-25 12:45:00+00:00,2025-04-25 12:50:00+00:00,2025-04-25 13:07:00,FVG_bullish,buy,19271.16,19251.28643,19330.78071,19251.28643,loss,19262.12,19250.9,3.0,-19.873569999999745,-1987.3569999999745,1.0,10033.08212,10013.20855
334,335,2025-04-25 13:10:00+00:00,2025-04-25 13:15:00+00:00,2025-04-25 13:20:00,FVG_bullish,buy,19260.05,19241.73429,19314.99714,19241.73429,loss,19245.12,19203.62,3.0,-18.315709999998944,-1831.5709999998944,1.0,10013.20855,9994.89284
335,336,2025-04-25 18:55:00+00:00,2025-04-25 19:00:00+00:00,2025-04-25 19:16:00,FVG_bearish,sell,19241.43,19278.46571,19130.32286,19278.46571,loss,19284.6,19270.93,3.0,-37.03571000000011,-3703.571000000011,1.0,9994.89284,9957.85713
336,337,2025-04-25 18:55:00+00:00,2025-04-25 19:00:00+00:00,2025-04-25 19:16:00,FVG_bearish,sell,19241.43,19278.46571,19130.32286,19278.46571,loss,19284.6,19270.93,3.0,-37.03571000000011,-3703.571000000011,1.0,9957.85713,9920.82142
337,338,2025-04-28 04:25:00+00:00,2025-04-28 04:30:00+00:00,2025-04-28 04:35:00,FVG_bullish,buy,19310.0,19295.54286,19353.37143,19295.54286,loss,19299.87,19284.6,3.0,-14.457139999998617,-1445.7139999998617,1.0,9920.82142,9906.364280000002
338,339,2025-04-28 11:45:00+00:00,2025-04-28 11:50:00+00:00,2025-04-28 11:56:00,FVG_bearish,sell,19370.185,19384.74714,19326.49857,19384.74714,loss,19384.87,19377.75,3.0,-14.56213999999818,-1456.213999999818,1.0,9906.364280000002,9891.802140000003
339,340,2025-04-28 16:45:00+00:00,2025-04-28 16:50:00+00:00,2025-04-28 17:00:00,FVG_bearish,sell,19436.875,19468.83571,19340.99286,19340.99286,win,19368.39,19329.64,3.0,95.88214000000153,9588.214000000153,1.0,9891.802140000003,9987.684280000005
340,341,2025-04-28 18:10:00+00:00,2025-04-28 18:15:00+00:00,2025-04-28 18:20:00,FVG_bullish,buy,19360.585,19316.105,19494.025,19316.105,loss,19301.16,19283.06,3.0,-44.47999999999956,-4447.999999999956,1.0,9987.684280000005,9943.204280000005
341,342,2025-04-28 19:55:00+00:00,2025-04-28 20:00:00+00:00,2025-04-28 20:10:00,FVG_bullish,buy,19217.7,19183.01,19321.77,19183.01,loss,19192.27,19176.35,3.0,-34.69000000000233,-3469.000000000233,1.0,9943.204280000005,9908.514280000003
342,343,2025-04-29 06:25:00+00:00,2025-04-29 06:30:00+00:00,2025-04-29 07:27:00,FVG_bearish,sell,19473.75,19490.13214,19424.60357,19490.13214,loss,19490.77,19483.52,3.0,-16.382140000001527,-1638.2140000001527,1.0,9908.514280000003,9892.132140000002
343,344,2025-04-29 10:55:00+00:00,2025-04-29 11:00:00+00:00,2025-04-29 11:09:00,FVG_bearish,sell,19505.81,19520.39071,19462.06786,19462.06786,win,19469.62,19460.12,3.0,43.74214000000211,4374.214000000211,1.0,9892.132140000002,9935.874280000004
344,345,2025-04-29 16:05:00+00:00,2025-04-29 16:10:00+00:00,2025-04-29 16:15:00,FVG_bullish,buy,19331.495,19300.02929,19425.89214,19300.02929,loss,19306.32,19290.37,3.0,-31.4657100000004,-3146.57100000004,1.0,9935.874280000004,9904.408570000003
345,346,2025-04-30 10:05:00+00:00,2025-04-30 10:10:00+00:00,2025-04-30 10:15:00,FVG_bearish,sell,19462.435,19473.27714,19429.90857,19473.27714,loss,19481.87,19474.87,3.0,-10.842139999997016,-1084.2139999997016,1.0,9904.408570000003,9893.566430000006
346,347,2025-04-30 21:50:00+00:00,2025-04-30 21:55:00+00:00,2025-04-30 22:44:00,FVG_bearish,sell,19385.665,19430.14929,19252.21214,19430.14929,loss,19436.86,19425.8,3.0,-44.48429000000033,-4448.429000000033,1.0,9893.566430000006,9849.082140000006
347,348,2025-04-30 21:50:00+00:00,2025-04-30 21:55:00+00:00,2025-04-30 22:44:00,FVG_bearish,sell,19385.665,19430.14929,19252.21214,19430.14929,loss,19436.86,19425.8,3.0,-44.48429000000033,-4448.429000000033,1.0,9849.082140000006,9804.597850000006
348,349,2025-04-30 22:55:00+00:00,2025-04-30 23:00:00+00:00,2025-04-30 23:05:00,FVG_bearish,sell,19506.195,19549.05143,19377.62571,19549.05143,loss,19659.98,19585.47,3.0,-42.85642999999982,-4285.642999999982,1.0,9804.597850000006,9761.741420000006
349,350,2025-05-01 03:05:00+00:00,2025-05-01 03:10:00+00:00,2025-05-01 03:26:00,FVG_bearish,sell,19823.21,19839.62929,19773.95214,19839.62929,loss,19852.95,19829.47,3.0,-16.419290000001638,-1641.9290000001638,1.0,9761.741420000006,9745.322130000004
350,351,2025-05-01 08:35:00+00:00,2025-05-01 08:40:00+00:00,2025-05-01 08:55:00,FVG_bearish,sell,19854.825,19866.46714,19819.89857,19819.89857,win,19828.2,19817.8,3.0,34.92642999999953,3492.6429999999527,1.0,9745.322130000004,9780.248560000004
351,352,2025-05-01 14:05:00+00:00,2025-05-01 14:10:00+00:00,2025-05-01 14:48:00,FVG_bearish,sell,19908.11,19923.94214,19860.61357,19923.94214,loss,19925.47,19908.47,3.0,-15.832139999998617,-1583.2139999998617,1.0,9780.248560000004,9764.416420000005
352,353,2025-05-01 14:50:00+00:00,2025-05-01 14:55:00+00:00,2025-05-01 15:12:00,FVG_bearish,sell,19910.125,19928.32571,19855.52286,19928.32571,loss,19928.6,19915.97,3.0,-18.20071000000098,-1820.0710000000981,1.0,9764.416420000005,9746.215710000004
353,354,2025-05-02 17:15:00+00:00,2025-05-02 17:20:00+00:00,2025-05-02 18:16:00,FVG_bearish,sell,20050.225,20093.25714,19921.12857,20093.25714,loss,20094.14,20087.69,3.0,-43.03214000000298,-4303.214000000298,1.0,9746.215710000004,9703.183570000001
354,355,2025-05-05 09:40:00+00:00,2025-05-05 09:45:00+00:00,2025-05-05 10:16:00,FVG_bearish,sell,19993.035,20006.75714,19951.86857,19951.86857,win,19957.82,19949.97,3.0,41.16643000000113,4116.643000000113,1.0,9703.183570000001,9744.350000000002
355,356,2025-05-05 19:05:00+00:00,2025-05-05 19:10:00+00:00,2025-05-05 19:20:00,FVG_bearish,sell,20015.31,20039.42571,19942.96286,20039.42571,loss,20042.57,20034.23,3.0,-24.115709999998217,-2411.5709999998217,1.0,9744.350000000002,9720.234290000004
356,357,2025-05-06 04:40:00+00:00,2025-05-06 04:45:00+00:00,2025-05-06 04:53:00,FVG_bullish,buy,19882.01,19868.40929,19922.81214,19868.40929,loss,19871.72,19865.2,3.0,-13.600709999998799,-1360.0709999998799,1.0,9720.234290000004,9706.633580000005
357,358,2025-05-06 16:55:00+00:00,2025-05-06 17:00:00+00:00,2025-05-06 17:20:00,FVG_bullish,buy,19701.16,19671.79357,19789.25929,19789.25929,win,19803.44,19778.26,3.0,88.09929000000193,8809.929000000193,1.0,9706.633580000005,9794.732870000007
358,359,2025-05-07 16:10:00+00:00,2025-05-07 16:15:00+00:00,2025-05-07 16:30:00,FVG_bullish,buy,19815.515,19790.59571,19890.27286,19790.59571,loss,19818.67,19782.52,3.0,-24.919289999998,-2491.9289999998,1.0,9794.732870000007,9769.81358000001
359,360,2025-05-07 21:50:00+00:00,2025-05-07 21:55:00+00:00,2025-05-07 22:42:00,FVG_bullish,buy,19722.64,19661.45571,19906.19286,19906.19286,win,19934.25,19829.35,3.0,183.55285999999978,18355.28599999998,1.0,9769.81358000001,9953.366440000009
360,361,2025-05-07 21:50:00+00:00,2025-05-07 21:55:00+00:00,2025-05-07 22:42:00,FVG_bullish,buy,19722.64,19661.45571,19906.19286,19906.19286,win,19934.25,19829.35,3.0,183.55285999999978,18355.28599999998,1.0,9953.366440000009,10136.919300000009
361,362,2025-05-07 23:40:00+00:00,2025-05-07 23:45:00+00:00,2025-05-08 03:57:00,FVG_bearish,sell,19868.135,19930.75714,19680.26857,19930.75714,loss,19952.85,19892.45,3.0,-62.62214000000313,-6262.214000000313,1.0,10136.919300000009,10074.297160000006
362,363,2025-05-08 02:05:00+00:00,2025-05-08 02:10:00+00:00,2025-05-08 02:26:00,FVG_bearish,sell,19866.735,19882.11429,19820.59714,19882.11429,loss,19882.22,19877.35,3.0,-15.379290000000765,-1537.9290000000765,1.0,10074.297160000006,10058.917870000005
363,364,2025-05-08 12:30:00+00:00,2025-05-08 12:35:00+00:00,2025-05-08 12:40:00,FVG_bearish,sell,20154.045,20164.77,20121.87,20164.77,loss,20170.75,20165.05,3.0,-10.725000000002183,-1072.5000000002183,1.0,10058.917870000005,10048.192870000003
364,365,2025-05-09 14:50:00+00:00,2025-05-09 14:55:00+00:00,2025-05-09 15:06:00,FVG_bearish,sell,20121.25,20149.70929,20035.87214,20149.70929,loss,20153.26,20144.89,3.0,-28.459289999998873,-2845.9289999998873,1.0,10048.192870000003,10019.733580000004
365,366,2025-05-12 02:05:00+00:00,2025-05-12 02:10:00+00:00,2025-05-12 02:19:00,FVG_bearish,sell,20342.335,20388.37143,20204.22571,20388.37143,loss,20389.4,20377.27,3.0,-46.03643000000011,-4603.643000000011,1.0,10019.733580000004,9973.697150000004
366,367,2025-05-12 04:10:00+00:00,2025-05-12 04:15:00+00:00,2025-05-12 04:28:00,FVG_bearish,sell,20448.27,20465.36071,20396.99786,20465.36071,loss,20466.9,20457.05,3.0,-17.0907100000004,-1709.07100000004,1.0,9973.697150000004,9956.606440000003
367,368,2025-05-12 06:55:00+00:00,2025-05-12 07:00:00+00:00,2025-05-12 07:31:00,FVG_bearish,sell,20444.96,20454.25357,20417.07929,20454.25357,loss,20455.4,20452.02,3.0,-9.293570000001637,-929.3570000001637,1.0,9956.606440000003,9947.312870000002
368,369,2025-05-13 13:45:00+00:00,2025-05-13 13:50:00+00:00,2025-05-13 13:55:00,FVG_bearish,sell,20811.31,20824.17,20772.73,20824.17,loss,20828.5,20825.25,3.0,-12.859999999996944,-1285.9999999996944,1.0,9947.312870000002,9934.452870000005
369,370,2025-05-13 19:15:00+00:00,2025-05-13 19:20:00+00:00,2025-05-13 19:25:00,FVG_bearish,sell,21185.12,21208.16786,21115.97643,21208.16786,loss,21221.37,21196.92,3.0,-23.0478600000024,-2304.78600000024,1.0,9934.452870000005,9911.405010000002
370,371,2025-05-14 10:00:00+00:00,2025-05-14 10:05:00+00:00,2025-05-14 10:10:00,FVG_bearish,sell,21253.655,21264.95643,21219.75071,21264.95643,loss,21267.0,21262.75,3.0,-11.301429999999527,-1130.1429999999527,1.0,9911.405010000002,9900.103580000003
371,372,2025-05-15 11:55:00+00:00,2025-05-15 12:00:00+00:00,2025-05-15 12:06:00,FVG_bullish,buy,21140.39,21120.04071,21201.43786,21120.04071,loss,21124.0,21117.63,3.0,-20.34928999999829,-2034.928999999829,1.0,9900.103580000003,9879.754290000004
372,373,2025-05-15 13:05:00+00:00,2025-05-15 13:10:00+00:00,2025-05-15 13:19:00,FVG_bullish,buy,21167.49,21151.82786,21214.47643,21151.82786,loss,21154.5,21149.5,3.0,-15.662140000000363,-1566.2140000000363,1.0,9879.754290000004,9864.092150000004
373,374,2025-05-15 21:35:00+00:00,2025-05-15 21:40:00+00:00,2025-05-15 22:25:00,FVG_bearish,sell,21329.48,21353.98286,21255.97143,21255.97143,win,21270.91,21244.02,3.0,73.50856999999814,7350.856999999814,1.0,9864.092150000004,9937.600720000002
374,375,2025-05-16 22:10:00+00:00,2025-05-16 22:15:00+00:00,2025-05-16 22:58:00,FVG_bearish,sell,21413.825,21428.18214,21370.75357,21428.18214,loss,21430.73,21420.1,3.0,-14.357140000000072,-1435.7140000000072,1.0,9937.600720000002,9923.243580000002
375,376,2025-05-16 22:50:00+00:00,2025-05-16 22:55:00+00:00,2025-05-16 23:00:00,FVG_bearish,sell,21406.125,21422.67357,21356.47929,21422.67357,loss,21428.1,21411.48,3.0,-16.548569999999017,-1654.8569999999017,1.0,9923.243580000002,9906.695010000003
376,377,2025-05-16 22:50:00+00:00,2025-05-16 22:55:00+00:00,2025-05-16 23:00:00,FVG_bearish,sell,21406.125,21422.67357,21356.47929,21422.67357,loss,21428.1,21411.48,3.0,-16.548569999999017,-1654.8569999999017,1.0,9906.695010000003,9890.146440000004
377,378,2025-05-19 05:50:00+00:00,2025-05-19 05:55:00+00:00,2025-05-19 06:00:00,FVG_bullish,buy,21198.855,21186.14714,21236.97857,21186.14714,loss,21186.13,21177.4,3.0,-12.707859999998618,-1270.7859999998618,1.0,9890.146440000004,9877.438580000005
