timestamp,symbol,direction,entry_price,exit_price,profit
2024-12-12 11:42:45,XAUUSD,sell,2715.78,2715.78,0.0
2024-12-12 17:44:18,XAUUSD,buy,2676.0,2676.0,39.78
2025-02-12 08:20:23,XAUUSD,buy,2894.4,2894.4,0.0
2025-02-12 08:22:04,XAUUSD,buy,2892.36,2892.36,0.0
2025-02-12 12:33:17,XAUUSD,sell,2882.0,2882.0,-12.4
2025-02-12 12:33:17,XAUUSD,sell,2882.0,2882.0,-10.36
2025-03-10 22:44:57,XAUUSD,buy,2887.46,2887.46,0.0
2025-03-11 05:28:55,XAUUSD,sell,2898.81,2898.81,11.35
