Time,Symbol,Timeframe,Action,Entry Price,Exit Price,PnL,Drawdown,Bias
2025-04-08 06:00:00-04:00,XAUUSD,15min,buy,3008.38,3003.82,-4.56,-13.56,bullish
2025-04-08 09:00:00-04:00,XAUUSD,15min,sell,3003.82,3013.41,-9.59,-18.79,bearish
2025-04-08 12:15:00-04:00,XAUUSD,15min,sell,3013.41,3051.91,-38.5,-59.23,bearish
2025-04-09 11:15:00-04:00,XAUUSD,15min,buy,3051.91,3064.27,12.36,-8.96,bullish
2025-04-09 14:00:00-04:00,XAUUSD,15min,buy,3064.27,3076.99,12.72,10.53,bullish
2025-04-09 14:45:00-04:00,XAUUSD,15min,buy,3076.99,3077.43,0.44,-28.37,bullish
2025-04-09 19:30:00-04:00,XAUUSD,15min,sell,3077.43,3116.22,-38.79,-55.2,bearish
2025-04-10 09:15:00-04:00,XAUUSD,15min,sell,3116.22,3113.64,2.58,-5.05,bearish
2025-04-10 10:00:00-04:00,XAUUSD,15min,buy,3113.64,3153.36,39.72,1.04,bullish
2025-04-10 14:45:00-04:00,XAUUSD,15min,buy,3156.56,3161.03,4.47,-2.54,bullish
2025-04-10 15:30:00-04:00,XAUUSD,15min,buy,3161.03,3214.11,53.08,-9.33,bullish
2025-04-11 07:30:00-04:00,XAUUSD,15min,buy,3214.11,3224.56,10.45,-2.22,bullish
2025-04-11 09:15:00-04:00,XAUUSD,15min,buy,3224.56,3222.32,-2.24,-14.34,bullish
2025-04-11 11:45:00-04:00,XAUUSD,15min,buy,3222.32,3230.16,7.84,-2.52,bullish
2025-04-11 17:15:00-04:00,XAUUSD,15min,buy,3230.16,3228.62,-1.54,-20.07,bullish
2025-04-14 05:45:00-04:00,XAUUSD,15min,sell,3228.62,3221.39,7.23,-4.92,bearish
2025-04-14 10:00:00-04:00,XAUUSD,15min,sell,3216.81,3206.53,10.28,-10.75,bearish
2025-04-14 14:00:00-04:00,XAUUSD,15min,buy,3206.53,3226.47,19.94,-10.3,bullish
2025-04-15 03:15:00-04:00,XAUUSD,15min,buy,3226.47,3221.56,-4.91,-9.1,bullish
2025-04-15 08:45:00-04:00,XAUUSD,15min,sell,3221.56,3218.8,2.76,-5.13,bearish
2025-04-15 13:15:00-04:00,XAUUSD,15min,sell,3218.8,3225.68,-6.88,-11.61,bearish
2025-04-15 17:00:00-04:00,XAUUSD,15min,buy,3225.68,3301.78,76.1,0.31,bullish
2025-04-16 11:30:00-04:00,XAUUSD,15min,buy,3301.78,3324.75,22.97,-5.04,bullish
2025-04-17 12:00:00-04:00,XAUUSD,15min,buy,3324.75,3299.13,-25.62,-40.96,bullish
