time,open,high,low,close,tick_volume,spread,real_volume,FVG_Up,FVG_Down,Bullish_OB,Bearish_OB,Buy_Signal,Sell_Signal
2025-04-09 21:05:00,1.09443,1.0951,1.09121,1.09356,2990,13,0,False,False,False,False,False,False
2025-04-09 21:10:00,1.09357,1.09406,1.0921,1.093,2844,13,0,False,False,False,False,False,False
2025-04-09 21:15:00,1.09301,1.09419,1.09145,1.09221,2308,13,0,False,False,False,False,False,False
2025-04-09 21:20:00,1.09222,1.09468,1.09191,1.09406,2061,13,0,False,False,True,False,False,False
2025-04-09 21:25:00,1.09406,1.09485,1.09336,1.09434,1993,13,0,False,False,False,False,False,False
2025-04-09 21:30:00,1.09434,1.09576,1.0941,1.09575,1711,13,0,False,False,False,False,False,False
2025-04-09 21:35:00,1.09577,1.09662,1.09562,1.09573,1761,13,0,False,False,False,True,False,False
2025-04-09 21:40:00,1.09573,1.09825,1.09567,1.0977999999999999,1742,13,0,False,False,True,False,False,False
2025-04-09 21:45:00,1.09781,1.09825,1.09643,1.09654,1639,13,0,False,False,False,True,False,False
2025-04-09 21:50:00,1.09655,1.09671,1.09484,1.09546,1622,13,0,False,False,False,False,False,False
2025-04-09 21:55:00,1.09545,1.09659,1.09513,1.09629,1295,13,0,False,False,True,False,False,False
2025-04-09 22:00:00,1.0963,1.09715,1.09529,1.09662,1184,13,0,False,False,False,False,False,False
2025-04-09 22:05:00,1.09661,1.0972,1.09646,1.09705,1382,13,0,False,False,False,False,False,False
2025-04-09 22:10:00,1.09705,1.09759,1.09566,1.09573,1271,13,0,False,False,False,True,False,False
2025-04-09 22:15:00,1.09574,1.09633,1.09508,1.09511,1245,13,0,False,False,False,False,False,False
2025-04-09 22:20:00,1.09512,1.09692,1.09505,1.09627,1172,13,0,False,False,True,False,False,False
2025-04-09 22:25:00,1.09628,1.09643,1.09539,1.09601,1245,13,0,False,False,False,True,False,False
2025-04-09 22:30:00,1.09602,1.0967500000000001,1.09521,1.09533,1364,13,0,False,False,False,False,False,False
2025-04-09 22:35:00,1.09532,1.09554,1.09327,1.0933,1110,13,0,False,False,False,False,False,False
2025-04-09 22:40:00,1.0933,1.09443,1.09316,1.09435,1275,13,0,False,False,True,False,False,False
2025-04-09 22:45:00,1.09434,1.09497,1.09391,1.0942,1201,13,0,False,False,False,True,False,False
2025-04-09 22:50:00,1.09423,1.09509,1.09415,1.09464,978,13,0,False,False,True,False,False,False
2025-04-09 22:55:00,1.09466,1.09475,1.09336,1.09349,1022,13,0,False,False,False,True,False,False
